SK_ID_CURR,POS_SK_DPD_DEF_SUM,CC_DRAWING_LIMIT_RATIO_MAX,INSTAL_PAYMENT_RATIO_MEAN,POS_REMAINING_INSTALMENTS,CC_LAST_AMT_BALANCE_MEAN,CC_PAYMENT_DIV_MIN_MIN,CC_LATE_PAYMENT_VAR,NEW_DOC_KURT,PREV_SK_ID_PREV_NUNIQUE,EMERGENCYSTATE_MODE_nan,REFUSED_AMT_GOODS_PRICE_MAX,ORGANIZATION_TYPE_Industry_type_5,CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,CC_CNT_DRAWINGS_POS_CURRENT_SUM,APPROVED_AMT_GOODS_PRICE_MAX,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,APPROVED_AMT_ANNUITY_MAX,BURO_CREDIT_ACTIVE_Active_MEAN,PREV_NAME_PRODUCT_TYPE_walk_in_MEAN,BURO_AMT_CREDIT_SUM_MAX,CC_CNT_DRAWINGS_ATM_CURRENT_SUM,ACTIVE_DAYS_CREDIT_VAR,ACTIVE_MONTHS_BALANCE_MAX_MAX,NAME_EDUCATION_TYPE_Higher_education,CC_CNT_DRAWINGS_POS_CURRENT_VAR,PREV_APP_CREDIT_PERC_MIN,REGION_RATING_CLIENT_W_CITY,NAME_HOUSING_TYPE_House_apartment,CLOSED_AMT_CREDIT_SUM_DEBT_SUM,APPROVED_DAYS_DECISION_MEAN,ANNUITY_INCOME_PERC,ORGANIZATION_TYPE_Services,FLAG_DOCUMENT_8,WALLSMATERIAL_MODE_Panel,ORGANIZATION_TYPE_Cleaning,ORGANIZATION_TYPE_Military,APARTMENTS_AVG,ELEVATORS_AVG,ORGANIZATION_TYPE_School,INSTAL_DPD_MEAN,INSTAL_DBD_SUM,DAYS_BIRTH,INSTAL_DPD_MAX,ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,OCCUPATION_TYPE_High_skill_tech_staff,CC_AMT_DRAWINGS_ATM_CURRENT_VAR,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,CC_CNT_DRAWINGS_ATM_CURRENT_MIN,PREV_NAME_TYPE_SUITE_Spouse_partner_MEAN,CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,POS_SK_DPD_DEF_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,PREV_AMT_DOWN_PAYMENT_MAX,BURO_AMT_CREDIT_SUM_SUM,PREV_NAME_TYPE_SUITE_Group_of_people_MEAN,PREV_APP_CREDIT_PERC_MEAN,INSTAL_AMT_PAYMENT_MEAN,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_MAX,PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,CC_CNT_DRAWINGS_POS_CURRENT_MIN,ACTIVE_AMT_CREDIT_SUM_MEAN,OCCUPATION_TYPE_Private_service_staff,CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,BURO_AMT_CREDIT_SUM_MEAN,CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,INSTAL_AMT_PAYMENT_SUM,PREV_NAME_PRODUCT_TYPE_nan_MEAN,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,OCCUPATION_TYPE_HR_staff,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,PREV_CODE_REJECT_REASON_LIMIT_MEAN,CC_AMT_DRAWINGS_POS_CURRENT_MIN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,FLOORSMAX_MODE,ELEVATORS_MEDI,Sexe,INSTAL_DBD_MEAN,ORGANIZATION_TYPE_Advertising,EXT_SOURCE_3,FLAG_DOCUMENT_20,OCCUPATION_TYPE_Managers,Propriétaire,EMERGENCYSTATE_MODE_Yes,POS_COUNT,LIVINGAREA_MODE,Somme des crédits,INCOME_PER_PERSON,EMERGENCYSTATE_MODE_No,ORGANIZATION_TYPE_Police,FLAG_WORK_PHONE,LANDAREA_MEDI,ORGANIZATION_TYPE_University,ORGANIZATION_TYPE_Medicine,ORGANIZATION_TYPE_Telecom,WALLSMATERIAL_MODE_Block,ORGANIZATION_TYPE_Housing,FLAG_CONT_MOBILE,FLAG_EMAIL,WALLSMATERIAL_MODE_Monolithic,REGION_POPULATION_RELATIVE,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLOORSMAX_MEDI,ORGANIZATION_TYPE_Electricity,REGION_RATING_CLIENT,DAYS_ID_PUBLISH,TOTALAREA_MODE,WALLSMATERIAL_MODE_Mixed,EXT_SOURCE_1,FLAG_DOCUMENT_16,YEARS_BEGINEXPLUATATION_MODE,INSTAL_COUNT,ORGANIZATION_TYPE_Realtor,FLAG_DOCUMENT_6,FLAG_DOCUMENT_3,FLOORSMAX_AVG,OCCUPATION_TYPE_Laborers,APARTMENTS_MODE,ORGANIZATION_TYPE_Security,Revenus totaux,ENTRANCES_AVG,PAYMENT_RATE,FLAG_DOCUMENT_17,FLAG_OWN_CAR,FLAG_DOCUMENT_19,ORGANIZATION_TYPE_Mobile,INSTAL_DBD_MAX,LANDAREA_MODE,DAYS_EMPLOYED_PERC,Taux d’endettement,LIVINGAREA_AVG,ORGANIZATION_TYPE_Postal,BASEMENTAREA_AVG,ORGANIZATION_TYPE_Insurance,OCCUPATION_TYPE_Accountants,BURO_CREDIT_TYPE_Microloan_MEAN,NONLIVINGAREA_MEDI,INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,INS_24M_AMT_BALANCE_MAX,ORGANIZATION_TYPE_Agriculture,CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,PREV_NAME_TYPE_SUITE_Other_B_MEAN,CC_AMT_DRAWINGS_ATM_CURRENT_MIN,CC_NAME_CONTRACT_STATUS_Sent_proposal_MIN,NONLIVINGAREA_AVG,FLAG_DOCUMENT_11,CC_CNT_DRAWINGS_CURRENT_MIN,EXT_SOURCE_2,NONLIVINGAREA_MODE,Revenus annuels,BURO_CREDIT_TYPE_Mortgage_MEAN,APPROVED_CNT_PAYMENT_MEAN,FLAG_DOCUMENT_7,FLAG_DOCUMENT_18,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,ORGANIZATION_TYPE_Construction,INSTAL_AMT_PAYMENT_MIN,BURO_AMT_CREDIT_SUM_DEBT_MEAN
101405,0.0,1.025,1.0,1.0,0.0,0.1840566328100954,0.010414,20.0,7.0,1,58500.0,0,1391161.4,24.0,675000.0,0.1428,35957.25,0.1428,0.2856,2250000.0,33.0,0.5,0.0,1,0.716,1.0,2,0,0.0,-2206.0,0.08234,0,0,0,0,0,0.117444530063521,0.078943828682041,0,1.23,1675.0,-11686,164.0,125401.5,0,515360160.0,16290.0,0.0,0.1428,330.0,0.0,1610.0,8365.5,4848052.5,0.0,1.048,13666.927,-12.5,-157.0,0.5713,0.0,1192500.0,0,0.02083,346289.47,0.0,31680.0,2788053.0,0.0,0.3438,0,0.0,0.0,0.0,0.0,0.2223140354851864,0.0780800189393939,1,8.21,0,0.4976,0,0,1,0,96.0,0.1059763732640362,285723.0,135000.0,0,0,0,0.0671693582990441,0,0,0,0,0,1,0,0,0.01662,0,0,0.2258957446257613,0,2,-3437,0.1025482209761372,0,0.7324,0,0.9770433955555552,204.0,0,0,1,0.2262813091069151,0,0.1142301493601679,0,270000.0,0.1497554850372349,0.0778,0,0,0,0,34.0,0.0649583294641284,0.2356,0.945,0.1074008083208733,0,0.0884424602552444,0,1,0.0,0.0282362896965035,3.0,191355.53,0,0.0,2.0,0.0,0.0,0.0,0.0283581156086978,0,0.0,0.5757,0.0270226124054067,22239.0,0.0,13.664,0,0,2529.0669505879623,0,2.925,11400.137
102362,17.223788086608923,0.5221813854638789,1.0731946179406169,6.209995888598288,76645.79140873713,1.2942345560681308,0.0148084625201395,0.0,4.857011805450572,0,417968.3890936833,0,283534.56766085955,16.38726195270698,312024.8902222077,0.2090172536179102,21635.644319746392,0.0,0.0805475187938924,50580.0,9.505229848685346,307210.4549943104,-0.943804806649329,1,17.97477650002471,0.7916581039456717,2,1,0.0,-1031.8163230710886,0.1586,0,0,1,0,0,0.168,0.12,0,1.0654771237081586,390.6456806040365,-12492,18.375122583476777,639899.906877831,0,1646746457.5782156,2480.9117749704587,0.029375204448806,0.0470691690831878,611.3762546342903,0.2148672281482453,1011.9177786744292,11681.032200387426,50580.0,0.001575055694515,0.9687528240447832,18754.410947338485,-132.1978645329158,-327.78928093817507,0.2844989534516168,0.1649656526005888,564077.9119359549,0,0.0072547683840366,50580.0,5.60107948969578,9006.376698843564,678580.9431856516,0.0,0.5662371936702649,0,0.0,0.0250779536646372,606.1951618743867,0.0,0.3333,0.12,1,12.265646091147246,0,0.5108555343995522,0,0,0,0,29.516146752856383,0.1139,981000.0,171000.0,1,0,1,0.0225,0,0,0,0,0,1,0,0,0.03076,0,0,0.3333,0,2,-3891,0.1001,0,0.5034,0,0.9883,39.74563328510002,0,0,0,0.3333,0,0.1711,0,171000.0,0.1034,0.02763,0,1,0,0,37.84887771826717,0.0226,0.0583,0.1743,0.1093,0,0.0814,0,0,0.0,0.0,2.275351634560654,144501.30664412864,0,222.8308037397158,0.1505206835049767,0.0125750154955128,643.2251990022899,0.0,0.0,0,0.1009723261032161,0.7603,0.0,27108.0,0.0,13.592889391849962,0,0,2529.0669505879623,0,5198.16513402942,0.0
104550,0.0,0.5221813854638789,1.0,8.0,76645.79140873713,1.2942345560681308,0.0148084625201395,20.0,1.0,1,417968.3890936833,0,283534.56766085955,16.38726195270698,119430.0,0.0,11339.235,0.5,0.0,450000.0,9.505229848685346,36720.5,-0.943804806649329,0,17.97477650002471,1.131,2,1,0.0,-155.0,0.2932,0,0,0,0,0,0.117444530063521,0.078943828682041,0,0.0,240.0,-22857,0.0,331357.5,0,1646746457.5782156,1095.0,0.029375204448806,0.0,611.3762546342903,0.0,866.0,23886.0,1481310.0,0.0,1.131,24829.047,-8.0,-23.0,0.0,0.1649656526005888,450000.0,0,0.0072547683840366,370327.5,5.60107948969578,9006.376698843564,124145.234,0.0,0.5662371936702649,0,0.0,0.0,606.1951618743867,0.0,0.2223140354851864,0.0780800189393939,1,48.0,0,0.643,0,0,0,0,5.0,0.1059763732640362,521280.0,39375.0,0,0,0,0.0671693582990441,0,0,0,0,0,1,0,0,0.00663,0,0,0.2258957446257613,0,2,-3684,0.1025482209761372,0,0.5021297448669201,0,0.9770433955555552,5.0,0,1,0,0.2262813091069151,0,0.1142301493601679,0,78750.0,0.1497554850372349,0.04428,0,0,0,0,91.0,0.0649583294641284,0.1568602451780813,0.1511,0.1074008083208733,0,0.0884424602552444,0,0,0.0,0.0282362896965035,2.0,144501.30664412864,0,222.8308037397158,0.1505206835049767,1.0,643.2251990022899,0.0,0.0283581156086978,0,0.1009723261032161,0.5903,0.0270226124054067,23089.5,0.0,12.0,0,0,2529.0669505879623,0,11339.235,155637.0
106159,0.0,0.5221813854638789,1.0,0.0,0.0,1.2942345560681308,0.0,20.0,7.0,1,417968.3890936833,0,0.0,0.0,225000.0,0.0,26704.756,0.3333,0.1428,972000.0,0.0,15098.917,-0.943804806649329,1,17.97477650002471,0.0,2,1,9.0,-1608.0,0.2234,0,0,0,0,0,0.117444530063521,0.078943828682041,0,0.2917,236.0,-16173,7.0,904383.0,0,1646746457.5782156,9200.0,0.029375204448806,0.1428,611.3762546342903,0.0,870.0,4005.0,3206662.5,0.0,0.8486,16214.9,-15.75,-440.0,0.2856,0.1649656526005888,475875.0,0,0.0072547683840366,267221.88,5.60107948969578,0.0,389157.62,0.0,0.5662371936702649,0,0.0,0.0,606.1951618743867,0.0,0.2223140354851864,0.0780800189393939,1,9.836,0,0.4473,0,0,1,0,27.0,0.1059763732640362,760225.5,67500.0,0,0,0,0.0671693582990441,0,0,0,0,0,1,0,0,0.01662,0,0,0.2258957446257613,0,2,-4633,0.1025482209761372,0,0.5021297448669201,0,0.9770433955555552,24.0,0,0,1,0.2262813091069151,0,0.1142301493601679,0,135000.0,0.1497554850372349,0.03967,0,0,0,0,27.0,0.0649583294641284,0.0665,0.1776,0.1074008083208733,0,0.0884424602552444,0,0,0.0,0.0282362896965035,2.0,0.0,0,0.0,0.0,0.0,643.2251990022899,0.0,0.0283581156086978,0,0.0,0.5137,0.0270226124054067,30150.0,0.0,10.29,0,0,2529.0669505879623,0,655.29,126623.25
119954,0.0,0.5221813854638789,0.9565217391304348,0.0,76645.79140873713,1.2942345560681308,0.0148084625201395,20.0,15.0,0,2160000.0,0,283534.56766085955,16.38726195270698,1215000.0,0.06665,44555.086,0.5713,0.1333,2002500.0,9.505229848685346,1122129.6,0.0,0,17.97477650002471,0.0,1,1,0.0,-1149.0,0.2356,0,0,1,0,0,0.164,0.36,0,0.0,1386.0,-17358,0.0,1748785.5,0,1646746457.5782156,846.5,0.029375204448806,0.0,611.3762546342903,0.0,529.0,9000.0,3294904.5,0.0,0.7583,55760.164,-21.75,-355.0,0.3333,0.1649656526005888,654187.5,0,0.0072547683840366,470700.66,5.60107948969578,9006.376698843564,3847451.2,0.0,0.5662371936702649,0,0.0,0.0,606.1951618743867,1906.2225,0.125,0.36,1,20.1,0,0.2693,0,0,1,0,75.0,0.0253,781920.0,90000.0,1,0,1,0.0,1,0,0,0,0,1,1,0,0.0725,0,0,0.2917,0,1,-888,0.1635,0,0.5933,0,0.99,69.0,0,0,1,0.2917,1,0.041,0,180000.0,0.1897,0.05426,0,0,0,0,43.0,0.0,0.1519,0.2302,0.1163,0,0.1617,0,0,0.0,0.0059,3.0,144501.30664412864,0,222.8308037397158,0.1505206835049767,0.0,643.2251990022899,0.0,0.0058,0,0.1009723261032161,0.713,0.0035,42417.0,0.0,20.58,0,0,1906.2225,0,6645.915,388342.5
123305,0.0,0.5221813854638789,1.0,1.0,76645.79140873713,1.2942345560681308,0.0148084625201395,20.0,3.0,0,417968.3890936833,0,283534.56766085955,16.38726195270698,76900.5,0.3333,13451.895,0.5,0.0,2393613.0,9.505229848685346,0.0,0.0,1,17.97477650002471,1.0,1,1,0.0,-2444.0,0.1461,0,1,1,0,0,0.333,0.36,0,0.9165,73.0,-13643,11.0,639899.906877831,0,1646746457.5782156,16184.0,0.029375204448806,0.0,611.3762546342903,0.0,1722.0,7690.5,3830917.8,0.0,1.054,9594.81,-4.0,-2154.0,0.6665,0.1649656526005888,1344996.0,0,0.0072547683840366,957729.44,5.60107948969578,9006.376698843564,115137.72,0.0,0.5662371936702649,0,0.0,0.0,606.1951618743867,31041.0,0.3333,0.36,0,6.082,0,0.5108555343995522,0,1,0,0,13.0,0.3645,612612.0,50625.0,1,0,0,0.2299,0,0,0,0,0,1,0,0,0.01001,0,0,0.3333,0,2,-4625,0.3125,0,0.5021297448669201,0,0.996,12.0,0,0,0,0.3333,0,0.3394,0,202500.0,0.3103,0.0483,0,1,0,0,21.0,0.2311,0.3127,0.3306,0.35,0,0.1958,0,0,0.0,0.0,1.0,144501.30664412864,0,222.8308037397158,0.1505206835049767,0.0,643.2251990022899,0.0,0.0,0,0.1009723261032161,0.6436,0.0,29601.0,0.0,6.0,0,0,62082.0,1,5719.77,0.0
125253,0.0,0.5221813854638789,1.0,0.0,76645.79140873713,1.2942345560681308,0.0148084625201395,20.0,1.0,0,417968.3890936833,0,283534.56766085955,16.38726195270698,33435.0,1.0,7237.62,0.0,0.0,182539.94,9.505229848685346,307210.4549943104,-0.943804806649329,0,17.97477650002471,0.9497,2,1,0.0,-833.0,0.11066,0,0,0,0,0,0.0082,0.0,0,0.0,51.0,-12040,0.0,639899.906877831,0,1646746457.5782156,2480.9117749704587,0.029375204448806,0.0,611.3762546342903,0.0,1011.9177786744292,0.0,286371.12,0.0,0.9497,8591.373,-132.1978645329158,-688.0,0.0,0.1649656526005888,564077.9119359549,0,0.0072547683840366,143185.56,5.60107948969578,9006.376698843564,42956.863,0.0,0.5662371936702649,0,0.0,0.0,606.1951618743867,5242.460313081916,0.0417,0.0,0,10.2,0,0.5108555343995522,0,0,0,0,6.0,0.0082,584766.0,75000.0,1,0,0,0.0041,0,0,0,0,0,1,0,0,0.01028,0,0,0.0417,0,2,-1765,0.0065,1,0.5021297448669201,0,0.9688,5.0,0,0,1,0.0417,1,0.0084,0,225000.0,0.0345,0.04257,0,0,0,0,15.0,0.0041,0.1417,0.3848,0.0079,0,0.0,0,0,0.0,0.0,2.0,144501.30664412864,0,222.8308037397158,0.1505206835049767,0.0,643.2251990022899,0.0,0.0,0,0.1009723261032161,0.6743,0.0,24903.0,0.0,6.0,0,0,2529.0669505879623,0,7237.62,0.0
125485,4.0,0.5221813854638789,1.0000000000000002,0.0,0.0,1.2942345560681308,0.0,20.0,6.0,1,641182.5,0,0.0,0.0,45000.0,0.1666,3976.425,0.5,0.1666,22500.0,0.0,307210.4549943104,0.0,0,17.97477650002471,1.0,2,1,0.0,-1531.0,0.08765,0,1,0,0,0,0.117444530063521,0.078943828682041,0,8.95,89.0,-11486,35.0,30150.0,0,1646746457.5782156,-3.0,0.029375204448806,0.0,611.3762546342903,0.3076,-3.0,90000.0,31500.0,0.1666,1.04,2383.245,-1.0,-2292.0,0.0,0.1649656526005888,22500.0,0,0.0072547683840366,15750.0,5.60107948969578,0.0,47664.9,0.0,0.5662371936702649,0,0.0,0.1666,606.1951618743867,5242.460313081916,0.2223140354851864,0.0780800189393939,0,4.45,0,0.2327,0,0,0,0,13.0,0.1059763732640362,113746.5,37500.0,0,0,0,0.0671693582990441,0,0,0,0,0,1,0,0,0.01863,0,0,0.2258957446257613,0,2,-4065,0.1025482209761372,0,0.5021297448669201,0,0.9770433955555552,20.0,0,0,0,0.2262813091069151,0,0.1142301493601679,0,112500.0,0.1497554850372349,0.0867,0,1,0,0,18.0,0.0649583294641284,0.03047,0.9893,0.1074008083208733,0,0.0884424602552444,0,0,0.0,0.0282362896965035,1.0,0.0,0,0.0,0.0,0.0,643.2251990022899,0.0,0.0283581156086978,0,0.0,0.548,0.0270226124054067,9859.5,0.0,6.0,0,0,2529.0669505879623,0,52.2,15075.0
133359,0.0,0.5221813854638789,1.0,0.0,76645.79140873713,1.2942345560681308,0.0148084625201395,0.0,2.0,0,417968.3890936833,0,283534.56766085955,16.38726195270698,89905.5,0.5,12086.1,0.4,0.0,900000.0,9.505229848685346,20808.0,-0.943804806649329,0,17.97477650002471,0.9043,2,1,0.0,-581.0,0.15,0,0,0,0,0,0.0619,0.0,0,0.0,85.0,-20875,0.0,859599.0,0,1646746457.5782156,903.0,0.029375204448806,0.0,611.3762546342903,0.0,166.0,0.0,1681479.0,0.0,0.9043,12085.676,-12.0,-222.0,0.0,0.1649656526005888,588600.0,0,0.0072547683840366,336295.8,5.60107948969578,9006.376698843564,145028.11,0.0,0.5662371936702649,0,0.0,0.0,606.1951618743867,0.0,0.1667,0.0,1,7.082,0,0.32,0,0,0,0,13.0,0.0533,405000.0,135000.0,1,0,0,0.0443,0,0,0,1,0,1,0,0,0.02263,0,0,0.1667,0,2,-4300,0.0431,0,0.4731,0,0.975,12.0,0,0,0,0.1667,0,0.063,0,135000.0,0.1034,0.05,0,0,0,0,14.0,0.0445,0.1568602451780813,0.3333,0.0512,0,0.0,0,0,0.0,0.0136,1.0,144501.30664412864,0,222.8308037397158,0.1505206835049767,0.0,643.2251990022899,0.0,0.0133,0,0.1009723261032161,0.6895,0.0141,20250.0,0.0,12.0,0,0,0.0,0,12081.015,859599.0
141458,0.0,0.5221813854638789,1.0,0.0,76645.79140873713,1.2942345560681308,0.0148084625201395,20.0,1.0,0,417968.3890936833,0,283534.56766085955,16.38726195270698,94495.5,0.0,10802.88,0.4129496612343729,0.0,976009.539288032,9.505229848685346,307210.4549943104,-0.943804806649329,0,17.97477650002471,0.9043,1,0,9328.382810397114,-449.0,0.1855,0,0,0,0,0,0.148,0.2,0,0.0,154.0,-23022,0.0,639899.906877831,0,1646746457.5782156,2480.9117749704587,0.029375204448806,0.0,611.3762546342903,0.0,1011.9177786744292,0.0,1955801.496612564,0.0,0.9043,10801.759,-132.1978645329158,-97.0,0.0,0.1649656526005888,564077.9119359549,0,0.0072547683840366,378082.17957304366,5.60107948969578,9006.376698843564,129621.1,0.0,0.5662371936702649,0,49.54532889082307,0.0,606.1951618743867,5242.460313081916,0.4583,0.2,0,12.836,0,0.5108555343995522,0,0,0,0,13.0,0.0754,755190.0,180000.0,1,0,0,0.0,0,0,0,0,0,1,0,1,0.0725,0,0,0.5625,0,1,-4334,0.3042,0,0.5021297448669201,0,0.98,12.0,0,0,0,0.5625,0,0.0956,0,180000.0,0.0862,0.04422,0,0,0,0,20.0,0.0,0.1568602451780813,0.2384,0.1218,0,0.0704,0,0,0.0042074935290679,0.0195,1.0,144501.30664412864,0,222.8308037397158,0.1505206835049767,0.0,643.2251990022899,0.0,0.0191,0,0.1009723261032161,0.7246,0.0103,33394.5,0.0142321479699111,12.0,0,0,2529.0669505879623,0,10789.425,160390.36399330836
